"","X.Organism.Name","Size..Mb.","GC.","Scaffolds","Genes","Release.Date","Modify.Date","Assembly.Accession","genus","strain","acc","full_ftp"
"50372","Escherichia coli",5.45741,"50.6153","2","5790","2016/07/05","2017/02/25","GCA_001678965.1","Escherichia coli","Escherichia coli","NZ_CP013663.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/678/965/GCA_001678965.1_ASM167896v1/GCA_001678965.1_ASM167896v1_genomic.fasta"
"50400","Bordetella pertussis",4.1085,"67.7","1","3973","2017/02/06","2017/03/29","GCA_001987255.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011730.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/255/GCA_001987255.1_ASM198725v1/GCA_001987255.1_ASM198725v1_genomic.fasta"
"50431","Bordetella pertussis",4.10743,"67.7","1","3975","2017/02/06","2017/03/29","GCA_001987275.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011731.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/275/GCA_001987275.1_ASM198727v1/GCA_001987275.1_ASM198727v1_genomic.fasta"
"50459","Escherichia coli",5.42419,"50.6015","6","5691","2016/07/06","2017/02/25","GCA_001679985.1","Escherichia coli","Escherichia coli","NZ_CP015912.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/985/GCA_001679985.1_ASM167998v1/GCA_001679985.1_ASM167998v1_genomic.fasta"
"50467","Salmonella enterica subsp. enterica serovar Typhi",4.91435,"52.0674","2","5148","2017/08/04","2017/08/17","GCA_001362175.2","enterica","Salmonella","chromosome 1:NZ_LT904894.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/175/GCA_001362175.2_ERL12960/GCA_001362175.2_ERL12960_genomic.fasta"
"50470","Salmonella enterica subsp. enterica serovar Typhi",4.78772,"52.1","1","4989","2017/08/04","2017/08/17","GCA_001362195.2","enterica","Salmonella","chromosome 1:NZ_LT905142.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/195/GCA_001362195.2_H12ESR00755-001A/GCA_001362195.2_H12ESR00755-001A_genomic.fasta"
"50478","Escherichia coli",4.6177,"50.8","1","4762","2016/07/08","2017/04/05","GCA_001682305.2","Escherichia coli","Escherichia coli","NZ_CP016182.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/682/305/GCA_001682305.2_ASM168230v2/GCA_001682305.2_ASM168230v2_genomic.fasta"
"50493","Bacillus thuringiensis",5.70184,"34.6308","2","5785","2015/10/26","2015/10/26","GCA_000774075.2","Bacillus thuringiensis","Bacillus thuringiensis","CP013000.1; plasmid unnamed:CP013001.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/774/075/GCA_000774075.2_ASM77407v2/GCA_000774075.2_ASM77407v2_genomic.fasta"
"50506","Bordetella pertussis",4.1042,"67.7","1","3969","2017/02/06","2017/03/29","GCA_001987295.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011732.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/295/GCA_001987295.1_ASM198729v1/GCA_001987295.1_ASM198729v1_genomic.fasta"
"50536","Bordetella pertussis",4.10743,"67.7","1","3975","2017/02/06","2017/03/29","GCA_001987315.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011733.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/315/GCA_001987315.1_ASM198731v1/GCA_001987315.1_ASM198731v1_genomic.fasta"
"50548","Bacillus thuringiensis serovar coreanensis",6.28612,"35.1242","5","6323","2016/06/23","2016/06/23","GCA_001675515.1","thuringiensis","Bacillus","CP016194.1; plasmid pST7-1:CP016195.1; plasmid pST7-2:CP016196.1; plasmid pST7-3:CP016197.1; plasmid pST7-4:CP016198.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/675/515/GCA_001675515.1_ASM167551v1/GCA_001675515.1_ASM167551v1_genomic.fasta"
"50563","Escherichia coli",5.15464,"50.4","1","5271","2016/07/11","2017/02/25","GCA_001683435.1","Escherichia coli","Escherichia coli","NZ_CP016358.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/435/GCA_001683435.1_ASM168343v1/GCA_001683435.1_ASM168343v1_genomic.fasta"
"50571","Salmonella enterica subsp. enterica serovar Typhi",4.77228,"52","1","4963","2017/08/04","2017/08/17","GCA_001362335.2","enterica","Salmonella","chromosome 1:NZ_LT904886.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/335/GCA_001362335.2_Ty2/GCA_001362335.2_Ty2_genomic.fasta"
"50574","Salmonella enterica subsp. enterica serovar Typhi",4.87935,"52.0162","2","5095","2017/08/04","2017/08/17","GCA_001364695.2","enterica","Salmonella","chromosome 2:NZ_LT905090.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/364/695/GCA_001364695.2_Ty3_243/GCA_001364695.2_Ty3_243_genomic.fasta"
"50582","Escherichia coli",5.32975,"50.5312","2","5545","2016/07/25","2017/02/25","GCA_001693315.1","Escherichia coli","Escherichia coli","NZ_CP016497.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/315/GCA_001693315.1_ASM169331v1/GCA_001693315.1_ASM169331v1_genomic.fasta"
"50609","Bordetella pertussis",4.11369,"67.7","1","3976","2017/02/06","2017/03/29","GCA_001987335.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011734.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/335/GCA_001987335.1_ASM198733v1/GCA_001987335.1_ASM198733v1_genomic.fasta"
"50640","Bordetella pertussis",4.10429,"67.7","1","3972","2017/02/06","2017/03/29","GCA_001987355.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011735.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/355/GCA_001987355.1_ASM198735v1/GCA_001987355.1_ASM198735v1_genomic.fasta"
"50644","Clostridium botulinum CDC_297",3.89203,"28","1","3674","2015/01/09","2015/04/14","GCA_000816945.1","botulinum","Clostridium","CP006907.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/945/GCA_000816945.1_ASM81694v1/GCA_000816945.1_ASM81694v1_genomic.fasta"
"50667","Escherichia coli",5.49488,"50.3712","6","5882","2016/07/26","2017/02/25","GCA_001693635.1","Escherichia coli","Escherichia coli","NZ_CP016546.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/635/GCA_001693635.1_ASM169363v1/GCA_001693635.1_ASM169363v1_genomic.fasta"
"50674","Salmonella enterica subsp. enterica serovar Weltevreden",5.16169,"52.1407","2","5295","2015/10/20","2017/03/01","GCA_001409135.1","enterica","Salmonella","chromosome 1:NZ_LN890518.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/135/GCA_001409135.1_10259/GCA_001409135.1_10259_genomic.fasta"
"50677","Salmonella enterica subsp. enterica serovar Weltevreden",4.95753,"52.142","2","5026","2015/10/20","2017/02/28","GCA_001409155.1","enterica","Salmonella","chromosome 1:NZ_LN890522.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/155/GCA_001409155.1_98_11262/GCA_001409155.1_98_11262_genomic.fasta"
"50684","Escherichia coli O157:H7",5.8662,"50.5576","2","6355","2016/07/27","2017/02/25","GCA_001695515.1","coli","Escherichia","NZ_CP016625.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/695/515/GCA_001695515.1_ASM169551v1/GCA_001695515.1_ASM169551v1_genomic.fasta"
"50711","Bordetella pertussis",4.09193,"67.7","1","3951","2017/02/06","2017/03/29","GCA_001987375.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011736.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/375/GCA_001987375.1_ASM198737v1/GCA_001987375.1_ASM198737v1_genomic.fasta"
"50742","Bordetella pertussis",4.1105,"67.7","1","3976","2017/02/06","2017/03/29","GCA_001987395.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011737.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/395/GCA_001987395.1_ASM198739v1/GCA_001987395.1_ASM198739v1_genomic.fasta"
"50769","Escherichia coli",5.7044,"50.6","1","6174","2016/09/07","2017/02/25","GCA_001721125.1","Escherichia coli","Escherichia coli","NZ_CP012693.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/125/GCA_001721125.1_ASM172112v1/GCA_001721125.1_ASM172112v1_genomic.fasta"
"50776","Salmonella enterica subsp. enterica serovar Weltevreden",5.09911,"52.1216","3","5255","2015/10/20","2017/02/28","GCA_001409175.1","enterica","Salmonella","chromosome 1:NZ_LN890524.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/175/GCA_001409175.1_99_3134/GCA_001409175.1_99_3134_genomic.fasta"
"50779","Salmonella enterica subsp. enterica serovar Weltevreden",5.22862,"52.1414","2","5359","2015/10/20","2017/02/28","GCA_001409195.1","enterica","Salmonella","chromosome 1:NZ_LN890520.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/409/195/GCA_001409195.1_C2346/GCA_001409195.1_C2346_genomic.fasta"
"50786","Escherichia coli",5.37457,"50.4077","4","5737","2016/09/07","2017/08/08","GCA_001721205.1","Escherichia coli","Escherichia coli","NZ_CP014670.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/205/GCA_001721205.1_ASM172120v1/GCA_001721205.1_ASM172120v1_genomic.fasta"
"50813","Bordetella pertussis",4.10428,"67.7","1","3969","2017/02/06","2017/03/29","GCA_001987415.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011738.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/415/GCA_001987415.1_ASM198741v1/GCA_001987415.1_ASM198741v1_genomic.fasta"
"50844","Bordetella pertussis",4.10955,"67.7","1","3977","2017/02/06","2017/03/29","GCA_001987435.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011739.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/435/GCA_001987435.1_ASM198743v1/GCA_001987435.1_ASM198743v1_genomic.fasta"
"50871","Escherichia coli",5.37647,"50.4098","4","5738","2016/09/07","2017/02/25","GCA_001721225.1","Escherichia coli","Escherichia coli","NZ_CP014583.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/225/GCA_001721225.1_ASM172122v1/GCA_001721225.1_ASM172122v1_genomic.fasta"
"50878","Salmonella enterica subsp. enterica serovar Heidelberg",4.88816,"52.0686","3","5003","2015/11/09","2017/03/01","GCA_001441205.1","enterica","Salmonella","NZ_CP012921.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/441/205/GCA_001441205.1_ASM144120v1/GCA_001441205.1_ASM144120v1_genomic.fasta"
"50881","Salmonella enterica subsp. enterica serovar Heidelberg",4.99246,"52.0698","6","5143","2015/11/09","2017/03/01","GCA_001441225.1","enterica","Salmonella","NZ_CP012924.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/441/225/GCA_001441225.1_ASM144122v1/GCA_001441225.1_ASM144122v1_genomic.fasta"
"50888","Escherichia coli",5.59978,"50.4726","5","5832","2016/09/08","2017/02/25","GCA_001721525.1","Escherichia coli","Escherichia coli","NZ_CP015834.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/525/GCA_001721525.1_ASM172152v1/GCA_001721525.1_ASM172152v1_genomic.fasta"
"50903","Bacillus thuringiensis",0.391399,"32.5958","-","395","2002/07/01","2014/12/16","-","Bacillus thuringiensis","Bacillus thuringiensis","plasmid:NC_007202.1","-/-_genomic.fasta"
"50915","Bordetella pertussis",4.10641,"67.7","1","3973","2017/02/06","2017/03/29","GCA_001987455.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011740.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/455/GCA_001987455.1_ASM198745v1/GCA_001987455.1_ASM198745v1_genomic.fasta"
"50942","Bordetella pertussis",4.1074,"67.7","1","3971","2017/02/06","2017/03/29","GCA_001987475.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011741.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/475/GCA_001987475.1_ASM198747v1/GCA_001987475.1_ASM198747v1_genomic.fasta"
"50968","Escherichia coli",4.58364,"50.8","1","4719","2016/09/13","2017/02/25","GCA_001723505.1","Escherichia coli","Escherichia coli","NZ_CP017100.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/505/GCA_001723505.1_ASM172350v1/GCA_001723505.1_ASM172350v1_genomic.fasta"
"50975","Salmonella enterica subsp. enterica serovar Heidelberg",5.15749,"51.887","7","5312","2015/11/09","2017/03/01","GCA_001441245.1","enterica","Salmonella","NZ_CP012930.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/441/245/GCA_001441245.1_ASM144124v1/GCA_001441245.1_ASM144124v1_genomic.fasta"
"50978","Salmonella enterica subsp. enterica serovar Anatum",4.94615,"52.202","3","5057","2015/11/20","2017/03/01","GCA_001447095.1","enterica","Salmonella","NZ_CP013226.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/095/GCA_001447095.1_ASM144709v1/GCA_001447095.1_ASM144709v1_genomic.fasta"
"50985","Escherichia coli",4.73195,"50.7889","2","4880","2016/09/20","2017/02/25","GCA_001735705.1","Escherichia coli","Escherichia coli","NZ_CP016404.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/705/GCA_001735705.1_ASM173570v1/GCA_001735705.1_ASM173570v1_genomic.fasta"
"51011","Bordetella pertussis",4.10534,"67.7","1","3973","2017/02/06","2017/03/29","GCA_001987495.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011742.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/495/GCA_001987495.1_ASM198749v1/GCA_001987495.1_ASM198749v1_genomic.fasta"
"51038","Bordetella pertussis",4.10917,"67.7","1","3979","2017/02/06","2017/03/29","GCA_001987515.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011743.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/515/GCA_001987515.1_ASM198751v1/GCA_001987515.1_ASM198751v1_genomic.fasta"
"51063","Escherichia coli",5.10085,"50.5419","5","5420","2016/10/03","2017/02/25","GCA_001750845.1","Escherichia coli","Escherichia coli","NZ_CP013190.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/845/GCA_001750845.1_ASM175084v1/GCA_001750845.1_ASM175084v1_genomic.fasta"
"51070","Salmonella enterica subsp. enterica serovar Anatum",4.99536,"52.2996","3","5121","2015/11/20","2017/03/01","GCA_001447115.1","enterica","Salmonella","NZ_CP013222.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/115/GCA_001447115.1_ASM144711v1/GCA_001447115.1_ASM144711v1_genomic.fasta"
"51073","Salmonella enterica subsp. enterica serovar Typhimurium",4.79979,"52.3","1","4871","2015/11/30","2017/03/01","GCA_001454965.1","enterica","Salmonella","NZ_CP012144.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/454/965/GCA_001454965.1_ASM145496v1/GCA_001454965.1_ASM145496v1_genomic.fasta"
"51080","Escherichia coli O157:H7",5.50901,"50.4546","2","5834","2016/10/06","2017/02/25","GCA_001753445.1","coli","Escherichia","NZ_CP017434.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/445/GCA_001753445.1_ASM175344v1/GCA_001753445.1_ASM175344v1_genomic.fasta"
"51105","Bordetella pertussis",4.11165,"67.7","1","3973","2017/02/06","2017/03/29","GCA_001987535.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011744.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/535/GCA_001987535.1_ASM198753v1/GCA_001987535.1_ASM198753v1_genomic.fasta"
"51130","Bordetella pertussis",4.11059,"67.7","1","3979","2017/02/06","2017/03/29","GCA_001987555.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011745.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/555/GCA_001987555.1_ASM198755v1/GCA_001987555.1_ASM198755v1_genomic.fasta"
"51155","Escherichia coli O157:H7",5.50077,"50.4546","2","5824","2016/10/06","2017/02/25","GCA_001753465.1","coli","Escherichia","NZ_CP017436.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/465/GCA_001753465.1_ASM175346v1/GCA_001753465.1_ASM175346v1_genomic.fasta"
"51162","Salmonella enterica subsp. enterica serovar Senftenberg",4.76309,"52.0542","4","4790","2015/07/08","2017/03/01","GCA_001457675.1","enterica","Salmonella","chromosome 1:NZ_LN868943.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/457/675/GCA_001457675.1_NCTC10384/GCA_001457675.1_NCTC10384_genomic.fasta"
"51165","Salmonella enterica subsp. enterica serovar Enteritidis",4.7357,"52.1975","2","4833","2016/01/04","2017/03/01","GCA_001484025.1","enterica","Salmonella","NZ_CP013097.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/025/GCA_001484025.1_ASM148402v1/GCA_001484025.1_ASM148402v1_genomic.fasta"
"51172","Escherichia coli O157:H7",5.53026,"50.4514","2","5885","2016/10/06","2017/02/25","GCA_001753485.1","coli","Escherichia","NZ_CP017444.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/485/GCA_001753485.1_ASM175348v1/GCA_001753485.1_ASM175348v1_genomic.fasta"
"51197","Bordetella pertussis",4.10435,"67.7","1","3965","2017/02/06","2017/03/29","GCA_001987575.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011746.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/575/GCA_001987575.1_ASM198757v1/GCA_001987575.1_ASM198757v1_genomic.fasta"
"51222","Bordetella pertussis",4.1086,"67.7","1","3969","2017/02/06","2017/03/29","GCA_001987595.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011747.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/595/GCA_001987595.1_ASM198759v1/GCA_001987595.1_ASM198759v1_genomic.fasta"
"51247","Escherichia coli O157:H7",5.50923,"50.4546","2","5831","2016/10/06","2017/02/25","GCA_001753505.1","coli","Escherichia","NZ_CP017438.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/505/GCA_001753505.1_ASM175350v1/GCA_001753505.1_ASM175350v1_genomic.fasta"
"51254","Salmonella enterica subsp. enterica serovar Tennessee",4.94397,"52.1667","2","5008","2016/04/06","2017/03/01","GCA_001535315.2","enterica","Salmonella","NZ_CP014994.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/535/315/GCA_001535315.2_ASM153531v2/GCA_001535315.2_ASM153531v2_genomic.fasta"
"51257","Salmonella enterica subsp. enterica serovar Typhimurium",5.03724,"52.2","1","5200","2016/01/22","2017/03/01","GCA_001540845.1","enterica","Salmonella","chromosome I:NZ_LN999997.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/540/845/GCA_001540845.1_SO4698_09/GCA_001540845.1_SO4698_09_genomic.fasta"
"51264","Escherichia coli O157:H7",5.50318,"50.4546","2","5823","2016/10/06","2017/02/25","GCA_001753525.1","coli","Escherichia","NZ_CP017446.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/525/GCA_001753525.1_ASM175352v1/GCA_001753525.1_ASM175352v1_genomic.fasta"
"51289","Bordetella pertussis",4.1076,"67.7","1","3972","2017/02/06","2017/03/29","GCA_001987615.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011748.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/615/GCA_001987615.1_ASM198761v1/GCA_001987615.1_ASM198761v1_genomic.fasta"
"51314","Bordetella pertussis",4.11164,"67.7","1","3981","2017/02/06","2017/03/29","GCA_001987635.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011749.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/635/GCA_001987635.1_ASM198763v1/GCA_001987635.1_ASM198763v1_genomic.fasta"
"51337","Escherichia coli O157:H7",5.53132,"50.4514","2","5889","2016/10/06","2017/02/25","GCA_001753545.1","coli","Escherichia","NZ_CP017440.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/545/GCA_001753545.1_ASM175354v1/GCA_001753545.1_ASM175354v1_genomic.fasta"
"51344","Salmonella enterica",4.95139,"52.2171","2","5058","2016/02/11","2017/03/01","GCA_001558355.1","Salmonella enterica","Salmonella enterica","NZ_CP014051.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/355/GCA_001558355.1_ASM155835v1/GCA_001558355.1_ASM155835v1_genomic.fasta"
"51347","Salmonella enterica subsp. enterica serovar Typhimurium",5.02765,"52.1187","2","5188","2016/02/26","2017/03/01","GCA_001576255.1","enterica","Salmonella","NZ_CP014358.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/255/GCA_001576255.1_ASM157625v1/GCA_001576255.1_ASM157625v1_genomic.fasta"
"51354","Escherichia coli O157:H7",5.49714,"50.4545","2","5822","2016/10/06","2017/02/25","GCA_001753565.1","coli","Escherichia","NZ_CP017442.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/753/565/GCA_001753565.1_ASM175356v1/GCA_001753565.1_ASM175356v1_genomic.fasta"
"51377","Bordetella pertussis",4.11059,"67.7","1","3979","2017/02/06","2017/03/29","GCA_001987655.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011750.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/655/GCA_001987655.1_ASM198765v1/GCA_001987655.1_ASM198765v1_genomic.fasta"
"51402","Bordetella pertussis",4.11059,"67.7","1","3975","2017/02/06","2017/03/29","GCA_001987675.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011751.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/675/GCA_001987675.1_ASM198767v1/GCA_001987675.1_ASM198767v1_genomic.fasta"
"51425","Escherichia coli",5.5598,"50.4517","2","5921","2016/10/21","2017/02/25","GCA_001806265.1","Escherichia coli","Escherichia coli","NZ_CP017249.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/265/GCA_001806265.1_ASM180626v1/GCA_001806265.1_ASM180626v1_genomic.fasta"
"51432","Salmonella enterica subsp. enterica serovar Typhimurium",5.01001,"52.2169","2","5151","2016/02/26","2017/03/01","GCA_001576275.1","enterica","Salmonella","NZ_CP014356.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/576/275/GCA_001576275.1_ASM157627v1/GCA_001576275.1_ASM157627v1_genomic.fasta"
"51435","Salmonella enterica subsp. enterica serovar Typhimurium",5.0068,"52.2169","2","5143","2016/02/26","2017/03/01","GCA_001577505.1","enterica","Salmonella","NZ_CP014536.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/505/GCA_001577505.1_ASM157750v1/GCA_001577505.1_ASM157750v1_genomic.fasta"
"51442","Escherichia coli",5.55946,"50.4516","2","5914","2016/10/21","2017/02/25","GCA_001806285.1","Escherichia coli","Escherichia coli","NZ_CP017251.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/806/285/GCA_001806285.1_ASM180628v1/GCA_001806285.1_ASM180628v1_genomic.fasta"
"51465","Bordetella pertussis",4.10323,"67.7","1","3968","2017/02/06","2017/03/29","GCA_001987695.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011752.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/695/GCA_001987695.1_ASM198769v1/GCA_001987695.1_ASM198769v1_genomic.fasta"
"51490","Bordetella pertussis",4.10756,"67.7","1","3969","2017/02/06","2017/03/29","GCA_001987715.1","Bordetella pertussis","Bordetella pertussis","NZ_CP011753.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/715/GCA_001987715.1_ASM198771v1/GCA_001987715.1_ASM198771v1_genomic.fasta"
